userName,userId,commentContent,createTime,courseId,courseName,category,starCount
launchercher,2221478,非常好,2018-02-22,944,React组件,前端开发,5
基德大人1412,6353530,老师真的讲得好好啊，简洁易懂！,2018-02-18,944,React组件,前端开发,5
昨夜星辰2,1197552,"讲解的逻辑清晰,十分实用哦",2018-02-28,946,C4D零基础入门（上）,UI设计,5
心若为城4204226,4204226,很好,2018-03-01,783,Go语言开发微信公众号,后端开发,5
饱满的阳光,2775808,老师讲的很好！,2017-12-27,783,Go语言开发微信公众号,后端开发,5
weixin_YR_0,2244581,知识非常全面，内容浅显易懂,2018-02-28,949,Promise 入门,前端开发,4
False_Oscar,6422187,谢谢老师！,2018-02-27,949,Promise 入门,前端开发,5
auv,1079683,建议先对webpack和sass有所了解，看完再学也可以哈，毕竟不太深,2018-03-01,942,移动web开发适配秘籍Rem,前端开发,5
小白3007,5293230,感谢老师！！！,2018-02-25,942,移动web开发适配秘籍Rem,前端开发,5
枫叶咚咚咚,5716571,感谢～～,2018-02-24,942,移动web开发适配秘籍Rem,前端开发,5
chendidi,1925226,不错，从基础搭建h5小项目，其中还用到webpack,2018-02-23,942,移动web开发适配秘籍Rem,前端开发,5
慕雪2279059,6386908,老师讲的很好，大力推荐,2018-02-12,942,移动web开发适配秘籍Rem,前端开发,5
西兰花伟大炮,3164558,非常好的课,2018-01-30,942,移动web开发适配秘籍Rem,前端开发,5
renpingjun,1032661,确实只是简单的入门，学完跟没学一样,2018-02-24,948,Weex入门,前端开发,5
牛奶小哥哥,3233775,入门还是可以的吧,2018-02-17,948,Weex入门,前端开发,4
Ksdl,2725673,快点出实战,2018-02-17,948,Weex入门,前端开发,5
chendidi,1925226,很基础,2018-02-23,931,css定位 position,前端开发,5
枫叶咚咚咚,5716571,感谢～,2018-02-22,931,css定位 position,前端开发,5
学编程的小姑娘,5650233,"讲的比较实用,但是不怎么清晰,需要有一定的基础.",2018-02-14,931,css定位 position,前端开发,4
慕娘5182367,6358902,不知所云。。。。。。 免费是最贵的，因为浪费时间,2018-02-12,931,css定位 position,前端开发,1
weibo_新_zyx_0,5574551,实用。,2018-02-02,931,css定位 position,前端开发,4
Jaaan,6326794,很好很实用,2018-01-28,931,css定位 position,前端开发,5
weibo_哆啦A梦有大口袋_0,2177439,课程比较适合新手，温故而知新,2018-01-19,931,css定位 position,前端开发,3
Touchkiss,3178672,终于会写菜单了,2018-01-17,931,css定位 position,前端开发,5
zhaoqihao,3230160,好像重复了,2018-01-12,931,css定位 position,前端开发,5
xxxxxx_先生,2357485,很清晰，学到了很基础的知识，谢谢,2018-01-09,931,css定位 position,前端开发,5
cmy11,3685045,谢谢老师！讲得很好！,2018-02-27,945,SpringBoot+MyBatis搭建迷你小程序,后端开发,5
寒冰M,2136132,确实是麻雀虽小五脏俱全，挺适合入门,2018-02-25,945,SpringBoot+MyBatis搭建迷你小程序,后端开发,5
陈加菲,5369098,对我小程序入门很有帮助。讲解得挺不错的。,2018-02-23,945,SpringBoot+MyBatis搭建迷你小程序,后端开发,5
托妞光环_,3015185,不错，小程序开发入门级，但对一个后端来讲，样式和js真是太烦了。。。,2018-02-07,945,SpringBoot+MyBatis搭建迷你小程序,后端开发,5
qq_知秋一叶_1,2317883,通俗易懂，很细心，很nice,2018-03-01,934,python必学模块-collections,后端开发,2
边城__Allen,2412096,bobby 就是流弊,2018-02-22,934,python必学模块-collections,后端开发,5
慕粉40142509,6202064,讲的很好,2018-01-27,934,python必学模块-collections,后端开发,5
慕后端9049590,5632911,GOOD,2018-01-25,934,python必学模块-collections,后端开发,5
zsdostar,4963854,"刚看了前几节，干货满满。
除了collections的使用外，还包括了许多Pythonic的小技巧，比如第三节对*args和**kwargs的讲解。",2018-01-10,934,python必学模块-collections,后端开发,5
tp_ysu,1366437,老师讲解的挺详细，很实用,2018-02-13,937,Python制作数据分析工具,人工智能,5
带领世界来看你,3549453,"应该算是写了几个脚本，而不算是工具， 主要用到了pandas 的pd.concat(), series.unique(), pd.T ，numpy的np.nan, np.mean()等类似的方法，timeit 模块，",2018-01-22,937,Python制作数据分析工具,人工智能,5
cool_kj,3736356,虽然还有一些地方需要优化，但是整体课程还是非常棒的。,2018-01-17,937,Python制作数据分析工具,人工智能,5
明月半倚深秋3471829,3471829,讲的很详细，特别是配置，很多配置本来不知道是干什么的，讲解的很清楚。,2018-02-25,935,Vue+Webpack打造todo应用,前端开发,5
JasonChen1195,261464,逻辑上稍微弱了一些，但是基本还是简单易懂的。按照老师讲解的还是能够完成整个TODO应用的。,2018-02-24,935,Vue+Webpack打造todo应用,前端开发,4
慕娃Colin007,5773533,"很喜欢,讲的好",2018-02-23,935,Vue+Webpack打造todo应用,前端开发,5
qq_剪雨_0,2185173,很棒啊 酷,2018-02-14,935,Vue+Webpack打造todo应用,前端开发,5
feihu_1996,2951777,老师水平太高，我得再看一遍,2018-02-12,935,Vue+Webpack打造todo应用,前端开发,5
慕粉15216119731,3490213,讲解得很清晰，解决了很多疑惑，很感谢,2018-02-10,935,Vue+Webpack打造todo应用,前端开发,5
慕神6219493,5750330,"Jocky Nice!
思路清晰！干货满满！不失细节！
短短2个多小时课程，将webpack和vue讲的相当到位，关键是让我眼界大开，对前端有了更深入的理解！
非常感谢！",2018-02-09,935,Vue+Webpack打造todo应用,前端开发,5
追忆細水長流,3086908,课程很不错，vue的一个小案例讲解以及前端架构的学习,2018-02-06,935,Vue+Webpack打造todo应用,前端开发,5
Zinky,2556863,只想说两个字，完美~,2018-02-03,935,Vue+Webpack打造todo应用,前端开发,5
qq_邹浩_0,5500034,教的真心不错,2018-01-28,935,Vue+Webpack打造todo应用,前端开发,5
qq_小小世界_0,2446397,超赞，感谢老师分享这么好的课程,2018-01-27,935,Vue+Webpack打造todo应用,前端开发,5
yongqing,441269,真心不错。,2018-01-24,935,Vue+Webpack打造todo应用,前端开发,5
qq_奔二_0,2050942,讲师一看就是资深老手，讲的全是重点，干货，而又不失细节。之前看过很多文档，不如花时间看老哥的这个视频半小时！谢谢老哥！,2018-01-23,935,Vue+Webpack打造todo应用,前端开发,5
Joker____,1012609,支持！！！,2018-01-22,935,Vue+Webpack打造todo应用,前端开发,5
慕无忌5167029,5603310,讲的很详细，学到了很多，谢谢老师的教程,2018-01-19,935,Vue+Webpack打造todo应用,前端开发,5
西兰花伟大炮,3164558,非常的nice,2018-01-19,935,Vue+Webpack打造todo应用,前端开发,5
qq_晨曦_434044602,4044602,语言亲和 逻辑清晰 通俗易懂  好课要顶。,2018-02-27,936,大道至简之Guns框架介绍,后端开发,5
恶汉模式,3561503,看了一下,2018-02-04,936,大道至简之Guns框架介绍,后端开发,5
蜗牛__,3055737,这个节奏和方式讲课很好。期待老师继续出后续课程,2018-01-30,936,大道至简之Guns框架介绍,后端开发,5
炑森,6338030,清晰明了,2018-01-29,936,大道至简之Guns框架介绍,后端开发,5
消愁_6,6227341,真的可以,2018-01-23,936,大道至简之Guns框架介绍,后端开发,5
小虾一个,4089652,不错,2018-01-22,936,大道至简之Guns框架介绍,后端开发,5
qq_iLeGeND_0,2422052,老师讲的很细致很清晰,2018-01-16,936,大道至简之Guns框架介绍,后端开发,5
zhangyudemuke,1250323,长见识了,2017-12-20,908,AWS云服务介绍-Amazon Aurora,云计算&大数据,4
简简白白,269013,作为前端开发，虽然不是很懂JAVA代码，但是能明白原理了。,2018-03-01,947,ajax跨域完全讲解,后端开发,5
张小兔,3400019,老师讲的很棒，学了了,2018-03-01,947,ajax跨域完全讲解,后端开发,5
这个程序员有纹身4033529,4033529,很好的一门课程,2018-02-28,947,ajax跨域完全讲解,后端开发,5
Ian_Morris,1004255,讲得很清楚，也有源代码。就是内容在目前的工作经历中还没有遇到过,2018-02-25,947,ajax跨域完全讲解,后端开发,5
风中过客,283266,很良心的课程啊！,2018-02-24,947,ajax跨域完全讲解,后端开发,5
jsyc2009,1086972,讲的很好，很明白，受教了,2018-02-24,947,ajax跨域完全讲解,后端开发,5
西兰花伟大炮,3164558,还是非常不错的,2018-02-23,947,ajax跨域完全讲解,后端开发,5
慕桂英4215218,5393020,挺好，,2018-02-19,947,ajax跨域完全讲解,后端开发,5
雲中菩提,1314320,讲的很好，很明白,2018-02-18,947,ajax跨域完全讲解,后端开发,5
_追梦的少年_,2153778,讲的很好，很明白，很通俗易懂的讲了下原理及解决方法，受教了,2018-02-15,947,ajax跨域完全讲解,后端开发,5
网络侦探,2116935,"课程简明扼要，对于初步了解MyCAT还是挺有帮助的
PS：话说评论页面有bug啊。",2018-02-28,951,MyCAT入门及应用,数据库,5
cs88du,2106110,很好，感谢老师,2018-02-27,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
慕尼黑6279718,5680927,逻辑清晰,2018-02-26,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
韩默思,3593193,感谢小马哥的讲解，期待后续的视频教程,2018-02-23,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
成佛的小兔几,2522756,希望讲讲数据库持久化,2018-02-11,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
java学习爱好者,1352037,高质量的讲解，英文文档解释也很棒！,2018-02-07,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
hgq90,5482041,学海无涯苦作舟,2018-02-07,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
NullPointExeption,5499520,"看到路由的时候就惊了,要学习的还有很多很多",2018-02-03,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
mr_阿泽,2573361,讲的清晰明了，非常实用，感谢,2018-02-02,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
垂死挣扎,2077912,看到路由的时候就惊了，这是要学PHP的优雅吗XD，希望下次老师能多讲讲2.0的优雅23333,2018-02-02,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
一起私奔好不好,1269480,讲的很基础，感谢！,2018-02-01,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
仍然依然_0,4505855,讲的很好，视频质量也不错！持续关注ing,2018-02-01,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
恶汉模式,3561503,好,2018-01-21,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
托妞光环_,3015185,不吹不黑 给个满分,2018-01-12,933,Spring Boot 2.0深度实践-初遇Spring Boot,后端开发,5
dky,1151551,nate讲课，最喜欢啦,2018-01-10,918,Android-NDK进阶,移动开发,5
qq_DNA_1,264856,太可以了，喜欢,2017-11-30,912,Beanstalkd-带你玩转消息队列,后端开发,5
Vinsec,6390802,简洁明了，实践到位，比较清晰的入门课程,2018-02-05,910,DevOps和云计算初识,云计算&大数据,5
慕尼黑6279718,5680927,非常好的阿里云入门课程,2017-11-13,910,DevOps和云计算初识,云计算&大数据,5
孤独的小猪,2218447,非常基础的一门课，可以当做入门来了解一下,2017-11-09,910,DevOps和云计算初识,云计算&大数据,5
lostexin,2494826,涉及到的内容挺多的，但是没有详细讲，课程须知加上了解Node和npm比较好。刚开始讲得逻辑还是清晰的，到后面感觉老师自己有点蒙圈，讲得缺乏条理性了，实在听不下去...,2018-02-04,922,前端内容的自动化构建,前端开发,4
光速蜗牛,261921,很不错，涵盖了很多前端构建的知识点。,2017-12-30,922,前端内容的自动化构建,前端开发,5
kris_wwx,5844092,挺好的，老师讲得不错。,2017-12-27,922,前端内容的自动化构建,前端开发,5
aloha_world_,316776,赞赞赞赞赞,2018-02-03,915,Spring Boot热部署,后端开发,5
LuckyStar_lyx,3632980,很不错的。,2018-01-14,915,Spring Boot热部署,后端开发,5
慕尼黑6279718,5680927,内容实用,2018-01-11,915,Spring Boot热部署,后端开发,3
星宇阁_冰点,6087757,觉得spring boot热部署还是比较实用的，热加载用的少,2017-12-12,915,Spring Boot热部署,后端开发,4
慕工程5111360,5257515,谢谢老师的讲解,2017-12-04,915,Spring Boot热部署,后端开发,5
moocer9527,2205755,"老师讲的很好,我给老师点个赞",2017-11-30,915,Spring Boot热部署,后端开发,5
肖申克赫本,1873738,赞赞赞,2017-11-26,915,Spring Boot热部署,后端开发,5
连宏伟HW,2750587,必须给赞,2017-11-26,915,Spring Boot热部署,后端开发,5
小丑鱼yang,3279089,讲得真好，赞一个！,2017-11-24,915,Spring Boot热部署,后端开发,5
BossLLCwn,1293086,声音质量不好，听着比较费劲,2018-02-05,870,Android引导页实现的四种方式,移动开发,3
sky_123,1075132,求源码呀,2017-12-18,870,Android引导页实现的四种方式,移动开发,5
沐小晨曦,3379710,完全OK。,2017-11-23,870,Android引导页实现的四种方式,移动开发,5
卍无聊卍,3826992,真挺不错的,2018-01-26,932,Adobe After Effects软件基础入门,UI设计,5
WYSISYG,5201626,不错，先 收藏了。,2018-01-08,932,Adobe After Effects软件基础入门,UI设计,4
全线进化,3791259,简明易懂，感谢老师,2018-02-21,917,CDN与智能DNS原理和应用,后端开发,4
winter_wq,4421288,老师讲的很细致，在尽全力给大家解释明白。赞,2017-12-27,917,CDN与智能DNS原理和应用,后端开发,5
moocer9527,2205755,"简单明了,通俗易懂,谢谢老师",2017-12-06,917,CDN与智能DNS原理和应用,后端开发,5
renpingjun,1032661,讲的还行吧,2017-12-04,917,CDN与智能DNS原理和应用,后端开发,4
Anna520,1439252,66666,2017-11-19,917,CDN与智能DNS原理和应用,后端开发,5
卡妙,465395,简单明了！,2017-11-17,917,CDN与智能DNS原理和应用,后端开发,5
Beyond未闻花名,4007485,简单明了的说明相关知识，又积累了知识啦,2017-11-17,917,CDN与智能DNS原理和应用,后端开发,5
technology_w,6172310,一口气看完，真的很好。,2018-02-05,919,Android节目直播案例开发,移动开发,5
彻悟_lv,5525588,学习了，感谢老师,2018-01-11,919,Android节目直播案例开发,移动开发,5
jash张建设,6273356,为什么视频暂停后再次打开时，视频流重新开始了呢！,2017-12-26,919,Android节目直播案例开发,移动开发,4
天空的风_0,3051708,讲得非常有条理性，简洁又直切重点。,2017-11-24,919,Android节目直播案例开发,移动开发,5
hbxiaobai,1970288,讲解的不错!,2017-11-22,919,Android节目直播案例开发,移动开发,5
沐小晨曦,3379710,老师讲的完全nice！,2017-11-22,919,Android节目直播案例开发,移动开发,4
weixin_Q7,6105456,谢谢老师！,2018-01-25,923,Android互动直播APP开发入门,移动开发,5
彻悟_lv,5525588,感谢老师,2018-01-11,923,Android互动直播APP开发入门,移动开发,5
沐小晨曦,3379710,厉害,2017-12-06,913,Bitmap高效缓存,移动开发,5
米曦,4770572,后面几节的图标做得很漂亮，很实用的一节课,2018-02-17,914,UI必学photoshop基础课程和配色,UI设计,5
文轩0921,5511884,很好滴教程,2018-01-11,914,UI必学photoshop基础课程和配色,UI设计,5
WYSISYG,5201626,看完这个加上自己练习，以后必有大用,2017-12-27,914,UI必学photoshop基础课程和配色,UI设计,5
淘一诺,6271990,很好，很强大,2017-12-26,914,UI必学photoshop基础课程和配色,UI设计,5
幕容峰,5725518,666666,2017-12-25,914,UI必学photoshop基础课程和配色,UI设计,4
ouyangxuanyun,1349528,感谢老师！  讲解的很细致,2018-02-25,920,Elastic Stack入门,云计算&大数据,5
cs88du,2106110,看了前5章了，对基本知识介绍比较全面，比看文档快，能全面学习相关知识点，希望后面的实战能系统的把所有知识点应用起来，这样就更好了啊，谢谢老师！,2018-02-11,920,Elastic Stack入门,云计算&大数据,4
天涯明月笙,3931598,感谢老师的无私奉献，谢谢老师,2018-02-04,920,Elastic Stack入门,云计算&大数据,5
_潇潇暮雨,468585,很好很强大。,2017-12-09,920,Elastic Stack入门,云计算&大数据,5
Ian_Morris,1004255,"跟着视频听课过程中没看到课程还有配套资料可以下载，后来才发现有的。。
Elastic Stack版本迭代的太快了，课程刚出来现在就迭代到6.0的大版本了，有packetbeat配置文件里output的坑需要注意。",2017-12-02,920,Elastic Stack入门,云计算&大数据,5
WYSISYG,5201626,路过  不懂,2018-02-07,929,AWS云计算—面向开发者的云解决方案,云计算&大数据,5
独倚残垣,6404135,很不错，对深度学习有了一个直观的概念,2018-02-17,930,神经网络简介,人工智能,5
xiemioc,3051921,不知怎么评价了，祝大家新年快乐吧,2018-02-17,930,神经网络简介,人工智能,3
coralgis,2251609,很好了，抓紧入门,2018-02-08,930,神经网络简介,人工智能,5
色即是空空即是色,2752815,不知怎么评价了，祝大家新年快乐吧,2018-02-08,930,神经网络简介,人工智能,2
cool_kj,3736356,可以的，了解一下相关名词。,2018-01-19,930,神经网络简介,人工智能,5
下雨整个人都不好了,2639900,还是没有听懂，不过感觉好厉害的样子,2017-12-29,930,神经网络简介,人工智能,4
望远,3173159,基础概念过了一遍，但是并不全面，期待老师的实战课程。,2017-12-28,930,神经网络简介,人工智能,5
慕粉3202573,3202573,老师讲的不错，希望能出些实战的例子，比如基于facenet的人脸检测等。,2017-12-27,930,神经网络简介,人工智能,5
饱满的阳光,2775808,老师讲的是不错的,2017-12-27,930,神经网络简介,人工智能,4
霜花似雪,1323320,高深啊，难懂,2017-12-25,930,神经网络简介,人工智能,5
WYSISYG,5201626,虽然我现在用不上， 学习没有什么坏处。不错,2017-12-25,930,神经网络简介,人工智能,4
西兰花伟大炮,3164558,有难度，但是老师讲的是不错的,2017-12-25,930,神经网络简介,人工智能,5
阿卟1993,2726996,挺好的，学了很多东西！,2018-03-01,924,IntelliJ IDEA神器使用技巧,后端开发,5
心海珈蓝,2936850,即使用了一年多的idea，听了还是学到了不少新技能，点赞！,2018-02-07,924,IntelliJ IDEA神器使用技巧,后端开发,5
Destiny_Ly,4508415,觉得使用idea的经验值又增加了~,2018-01-29,924,IntelliJ IDEA神器使用技巧,后端开发,5
慕运维2309900,6353380,很受用，对应刚接触这款开发工具的人来说，这门课程真的很棒！,2018-01-27,924,IntelliJ IDEA神器使用技巧,后端开发,5
qq_干豆腐炒豆芽_0,5508276,太棒了,2018-01-26,924,IntelliJ IDEA神器使用技巧,后端开发,5
qq_今是昨非_13995443,3995443,good,2018-01-25,924,IntelliJ IDEA神器使用技巧,后端开发,5
赵文斌,358040,果真喜欢上了idea,2018-01-24,924,IntelliJ IDEA神器使用技巧,后端开发,5
慕工程9444189,6340180,真是神器，谢谢老师,2018-01-21,924,IntelliJ IDEA神器使用技巧,后端开发,5
qq_店长_0,1865748,很赞，学习了很多,2018-01-19,924,IntelliJ IDEA神器使用技巧,后端开发,5
暮色如虹,307280,看完了，真的很实用，原来IDEA有这么多有趣又实用的功能，豁然开朗。,2018-01-19,924,IntelliJ IDEA神器使用技巧,后端开发,5
lrxuboring,2728795,听了老师的课，才真正知道idea怎么用,2018-01-15,924,IntelliJ IDEA神器使用技巧,后端开发,5
慕码人5295254,6328590,"66666,这才是一个优秀的老师",2018-01-13,924,IntelliJ IDEA神器使用技巧,后端开发,5
恶汉模式,3561503,很棒棒很棒棒很棒棒,2018-01-12,924,IntelliJ IDEA神器使用技巧,后端开发,5
Hoictas,3002630,感谢老师的课程分享很好，非常实用，get很多方便的快捷键。,2018-01-11,924,IntelliJ IDEA神器使用技巧,后端开发,5
勇往直前3,2822249,"感谢老师的课程分享,相当实用,受益匪浅",2018-01-10,924,IntelliJ IDEA神器使用技巧,后端开发,5
Virgo3955807,3955807,很好，非常实用，get很多方便的快捷键。,2018-01-09,924,IntelliJ IDEA神器使用技巧,后端开发,5
夏天_静,3135147,相当实用，还需要更多这样的课程,2018-01-05,924,IntelliJ IDEA神器使用技巧,后端开发,5
雲中菩提,1314320,虽然已用过半年，但还是有许多功能不知道，受益匪浅，这个课程相当实用。,2018-01-04,924,IntelliJ IDEA神器使用技巧,后端开发,5
慕圣2259047,5757059,真的是满分，不拖沓，质量高！我觉得学到十分多的东西。我很期待后面老师讲的课程。已经关注,2017-12-28,924,IntelliJ IDEA神器使用技巧,后端开发,5
DespicableMe,1095079,导师很棒棒,2018-03-01,927,搭建并行处理管道，感受GO语言魅力,后端开发,5
_夕晨踏雪,3073794,很好学到了,2018-02-12,927,搭建并行处理管道，感受GO语言魅力,后端开发,5
博乐,1111761,讲的真好，深入浅出，跟实战课程一样。,2018-01-18,927,搭建并行处理管道，感受GO语言魅力,后端开发,4
_潇潇暮雨,468585,感觉好高大上的样子。,2018-01-06,927,搭建并行处理管道，感受GO语言魅力,后端开发,5
化星083418,1914591,讲的很好很清晰,2017-12-31,927,搭建并行处理管道，感受GO语言魅力,后端开发,5
糊你大熊脸,6268446,讲的很好很生动 希望老师能出更多的课程。,2017-12-26,927,搭建并行处理管道，感受GO语言魅力,后端开发,5
小凯叔叔,1395684,雪中送炭，就是不过瘾，期待新课程,2017-12-21,927,搭建并行处理管道，感受GO语言魅力,后端开发,5
谦谦小君子,1179433,太棒了，期待老师实战课~,2017-12-20,927,搭建并行处理管道，感受GO语言魅力,后端开发,5
饱满的阳光,2775808,简洁易懂逻辑清晰,2017-12-19,927,搭建并行处理管道，感受GO语言魅力,后端开发,4
jiangguocui,150839,讲解比较容易懂，但内容不够深入,2018-02-24,928,Hadoop基础及演练,云计算&大数据,2
陈加菲,5369098,介绍了 Hadoop 的基础概念，用 python 写了一些基础的例子。总体来说还算不错。,2018-02-18,928,Hadoop基础及演练,云计算&大数据,5
九月的孤独,5553644,老师的课程很好，10分，要是有收费课程就好了。老师有收费课程，我一定买。,2018-02-18,928,Hadoop基础及演练,云计算&大数据,5
花哥V,493141,"不错,入门了",2018-02-08,928,Hadoop基础及演练,云计算&大数据,5
Judithmooc7,5648925,讲的很通俗易懂,2018-02-08,928,Hadoop基础及演练,云计算&大数据,5
慕尼黑6279718,5680927,简洁易懂,2018-01-31,928,Hadoop基础及演练,云计算&大数据,5
精慕门8497784,6349085,不错 基础讲的挺通俗易懂的,2018-01-21,928,Hadoop基础及演练,云计算&大数据,3
shaochunliang,1316419,感谢老师,2018-01-14,928,Hadoop基础及演练,云计算&大数据,3
江feng,3289747,有些概念不清楚的，我是不是该去看书了,2018-01-07,928,Hadoop基础及演练,云计算&大数据,5
西兰花伟大炮,3164558,不错的基础入门课程,2017-12-25,928,Hadoop基础及演练,云计算&大数据,5
雲中菩提,1314320,讲得很好,2018-01-25,869,探秘Spring AOP,后端开发,5
qq_03304882,3304882,以前也用过，这次再学习一下，感觉老师讲的很清晰，让我思路也更开阔了,2018-01-03,869,探秘Spring AOP,后端开发,5
FBI局长,5445808,讲得好,2017-12-08,869,探秘Spring AOP,后端开发,5
连宏伟HW,2750587,很好,2017-12-01,869,探秘Spring AOP,后端开发,5
奋斗吧张梦雪,1355901,难度级别高级的，果然很难懂。。。,2017-11-09,869,探秘Spring AOP,后端开发,3
丿一凡,4235341,很实用,2017-11-07,869,探秘Spring AOP,后端开发,5
托妞光环_,3015185,挺好的  但是日志的实现没有具体讲。。,2017-11-06,869,探秘Spring AOP,后端开发,5
Oldbig_Lin,4090389,教的很好，主要是源码原理本来就很难所以要耐心听,2017-11-06,869,探秘Spring AOP,后端开发,5
_哪吒,4018011,嗯，涉及到的点很多,2017-11-02,869,探秘Spring AOP,后端开发,5
慕工程5111360,5257515,谢谢老师  老师讲的东西非常实用,2017-11-02,869,探秘Spring AOP,后端开发,5
0o夜微凉o0,1318812,很好很实用,2017-10-20,869,探秘Spring AOP,后端开发,5
陈加菲,5369098,内容实用，可是感觉老师讲解过程不是很流畅，有时音量小听不清，也有逻辑跳太快的地方。总体而言还是学到很多知识。谢谢老师。,2017-10-15,869,探秘Spring AOP,后端开发,4
慕尼黑6279718,5680927,很好很实用,2017-10-14,869,探秘Spring AOP,后端开发,5
磁单极,343444,jls,2017-10-11,869,探秘Spring AOP,后端开发,5
Its_forever,187609,谢谢老师，讲的很好。,2017-10-09,869,探秘Spring AOP,后端开发,5
执笔弄风月,5538543,满满干货，谢谢老师,2017-10-06,869,探秘Spring AOP,后端开发,5
慕粉1459338143,5096986,总体脉络清晰，细节也不错，只要一步步跟着做，基本都可以掌握,2017-10-05,869,探秘Spring AOP,后端开发,5
慕村0496725,5854278,很nice，比自己网上找资料来的好,2017-09-28,869,探秘Spring AOP,后端开发,5
小丑鱼yang,3279089,需要有一定的基础知识才能很open的看完，老师还将代理模式跟责任链等实现及案例进行讲解，很nice。,2017-09-11,869,探秘Spring AOP,后端开发,5
天空依然美丽,4143079,不错,2017-09-10,869,探秘Spring AOP,后端开发,5
北极猫_,4723883,"老师讲得很棒,非常生动,结合栗子清晰易懂",2017-09-09,869,探秘Spring AOP,后端开发,5
simonll,5053431,对代理，包括jdk和cglib的动态代理有基础的同学和在项目中使用过spring aop的人来说，本课程逻辑清晰，循序渐进，全面而且深刻的揭示了spring的aop，其实在实际的项目中aop是挺常见的。而且反射和动态代理也是很多java框架实现的技术根源。讲的很好，受益匪浅，谢谢老师！,2017-09-09,869,探秘Spring AOP,后端开发,5
MG123,2163497,good,2018-01-15,925,AWS物联网前（IoT）沿技术分享,云计算&大数据,5
WYSISYG,5201626,不错，敬佩！,2017-12-25,925,AWS物联网前（IoT）沿技术分享,云计算&大数据,5
绿静風,4703103,谢谢，老师您辛苦了^_^,2018-02-28,887,PHP-面向对象,后端开发,5
faith灬inLove,5148515,感谢老师，非常认真，谢谢老师,2018-02-01,887,PHP-面向对象,后端开发,4
laravue,1171967,感谢老师，讲的真好，全是干货，谢谢。,2018-01-17,887,PHP-面向对象,后端开发,5
仲天琪,3099548,讲师很卖力，以前好多不懂的地方都懂了，非常棒，知识点和实例讲解的很到位,2018-01-03,887,PHP-面向对象,后端开发,5
月亮猫猫S,6255233,感觉自学了这么久，最不明白的就是这个，老师讲的正是我要找的！！！,2017-12-19,887,PHP-面向对象,后端开发,5
不会飞的飞机,5438475,老师讲的很不错，好评！！！,2017-11-28,887,PHP-面向对象,后端开发,5
Youda,3094192,刷爆慕课网\n！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,2017-11-16,887,PHP-面向对象,后端开发,5
阳夕,1032245,好,2017-11-05,887,PHP-面向对象,后端开发,5
爱编程的男孩,2082856,多多联系,2017-11-02,887,PHP-面向对象,后端开发,5
慕粉2310427102,4775861,谢谢,2017-10-27,887,PHP-面向对象,后端开发,5
西兰花伟大炮,3164558,别开生面，独具一格,2017-10-21,887,PHP-面向对象,后端开发,5
渣渣鸥,4361114,老师讲得很好,2017-10-19,887,PHP-面向对象,后端开发,5
大叔_fighting,3709032,一下子知道了什么是面向对象,2017-10-17,887,PHP-面向对象,后端开发,5
imdupeng,2007397,非常棒的课程，讲解很详细又不墨迹。,2017-10-10,887,PHP-面向对象,后端开发,5
仰望天空唱自己喜欢的歌,5763963,好,2017-10-04,887,PHP-面向对象,后端开发,5
L_MES,3593252,去学习框架后就更容易了解这个了,2017-09-14,887,PHP-面向对象,后端开发,4
八角的微风,5278515,不够深入啊，算是入门中的入门吧，不过思路还是比较清晰~,2017-10-20,876,集成MultiDex项目实战,移动开发,5
慕仰6504348,5783932,牛比牛比牛比牛比牛比,2017-09-05,876,集成MultiDex项目实战,移动开发,5
文新星,5768688,get，适合初学者,2017-09-02,876,集成MultiDex项目实战,移动开发,5
cs88du,2106110,超级棒的课程,2018-02-27,889,ElasticSearch入门 ,后端开发,5
_潇潇暮雨,468585,正好打算用ELK搭建个实时日志平台，非常有用。,2017-12-22,889,ElasticSearch入门 ,后端开发,5
天空依然美丽,4143079,不错,2017-12-20,889,ElasticSearch入门 ,后端开发,5
慕尼黑6279718,5680927,逻辑清晰,2017-12-19,889,ElasticSearch入门 ,后端开发,5
听风雨,237143,讲的很细致，很好,2017-12-16,889,ElasticSearch入门 ,后端开发,4
