userId	courseId	starCount	timestamp
2573361	933	5	1517500800
2077912	933	5	1517500800
1269480	933	5	1517414400
4505855	933	5	1517414400
3561503	933	5	1516464000
3015185	933	5	1515686400
1151551	918	5	1515513600
264856	912	5	1511971200
6390802	910	5	1517760000
5680927	910	5	1510502400
2218447	910	5	1510156800
2494826	922	4	1517673600
261921	922	5	1514563200
5844092	922	5	1514304000
316776	915	5	1517587200
3632980	915	5	1515859200
5680927	915	3	1515600000
6087757	915	4	1513008000
5257515	915	5	1512316800
2205755	915	5	1511971200
1873738	915	5	1511625600
2750587	915	5	1511625600
3279089	915	5	1511452800
1293086	870	3	1517760000
1075132	870	5	1513526400
3379710	870	5	1511366400
3826992	932	5	1516896000
5201626	932	4	1515340800
3791259	917	4	1519142400
4421288	917	5	1514304000
2205755	917	5	1512489600
1032661	917	4	1512316800
1439252	917	5	1511020800
465395	917	5	1510848000
4007485	917	5	1510848000
6172310	919	5	1517760000
5525588	919	5	1515600000
6273356	919	4	1514217600
3051708	919	5	1511452800
1970288	919	5	1511280000
3379710	919	4	1511280000
6105456	923	5	1516809600
5525588	923	5	1515600000
3379710	913	5	1512489600
4770572	914	5	1518796800
5511884	914	5	1515600000
5201626	914	5	1514304000
6271990	914	5	1514217600
5725518	914	4	1514131200
1349528	920	5	1519488000
2106110	920	4	1518278400
3931598	920	5	1517673600
468585	920	5	1512748800
1004255	920	5	1512144000
5201626	929	5	1517932800
6404135	930	5	1518796800
3051921	930	3	1518796800
2251609	930	5	1518019200
2752815	930	2	1518019200
3736356	930	5	1516291200
2639900	930	4	1514476800
3173159	930	5	1514390400
3202573	930	5	1514304000
2775808	930	4	1514304000
1323320	930	5	1514131200
5201626	930	4	1514131200
3164558	930	5	1514131200
2726996	924	5	1519833600
2936850	924	5	1517932800
4508415	924	5	1517155200
6353380	924	5	1516982400
5508276	924	5	1516896000
3995443	924	5	1516809600
358040	924	5	1516723200
6340180	924	5	1516464000
1865748	924	5	1516291200
307280	924	5	1516291200
2728795	924	5	1515945600
6328590	924	5	1515772800
3561503	924	5	1515686400
3002630	924	5	1515600000
2822249	924	5	1515513600
3955807	924	5	1515427200
3135147	924	5	1515081600
1314320	924	5	1514995200
5757059	924	5	1514390400
1095079	927	5	1519833600
3073794	927	5	1518364800
1111761	927	4	1516204800
468585	927	5	1515168000
1914591	927	5	1514649600
6268446	927	5	1514217600
1395684	927	5	1513785600
1179433	927	5	1513699200
2775808	927	4	1513612800
150839	928	2	1519401600
5369098	928	5	1518883200
5553644	928	5	1518883200
493141	928	5	1518019200
5648925	928	5	1518019200
5680927	928	5	1517328000
6349085	928	3	1516464000
1316419	928	3	1515859200
3289747	928	5	1515254400
3164558	928	5	1514131200
1314320	869	5	1516809600
3304882	869	5	1514908800
5445808	869	5	1512662400
2750587	869	5	1512057600
1355901	869	3	1510156800
4235341	869	5	1509984000
3015185	869	5	1509897600
4090389	869	5	1509897600
4018011	869	5	1509552000
5257515	869	5	1509552000
1318812	869	5	1508428800
5369098	869	4	1507996800
5680927	869	5	1507910400
343444	869	5	1507651200
187609	869	5	1507478400
5538543	869	5	1507219200
5096986	869	5	1507132800
5854278	869	5	1506528000
3279089	869	5	1505059200
4143079	869	5	1504972800
4723883	869	5	1504886400
5053431	869	5	1504886400
2163497	925	5	1515945600
5201626	925	5	1514131200
4703103	887	5	1519747200
5148515	887	4	1517414400
1171967	887	5	1516118400
3099548	887	5	1514908800
6255233	887	5	1513612800
5438475	887	5	1511798400
3094192	887	5	1510761600
1032245	887	5	1509811200
2082856	887	5	1509552000
4775861	887	5	1509033600
3164558	887	5	1508515200
4361114	887	5	1508342400
3709032	887	5	1508169600
2007397	887	5	1507564800
5763963	887	5	1507046400
3593252	887	4	1505318400
5278515	876	5	1508428800
5783932	876	5	1504540800
5768688	876	5	1504281600
2106110	889	5	1519660800
468585	889	5	1513872000
4143079	889	5	1513699200
5680927	889	5	1513612800
237143	889	4	1513353600
5257515	889	5	1512144000
3955821	889	5	1511452800
3279089	889	5	1511193600
3015185	889	5	1509897600
3195626	889	5	1508256000
1080466	889	5	1508256000
4850527	889	5	1507910400
3292107	889	5	1507910400
3598772	889	5	1507651200
187609	889	5	1507478400
2288958	889	5	1507046400
4749982	889	5	1506441600
1917920	889	5	1506182400
6361343	892	2	1516809600
2828643	892	5	1516723200
172073	892	5	1515600000
1938237	892	5	1514476800
5201626	892	5	1514476800
6181752	892	5	1512662400
4675638	892	5	1509120000
5896771	892	5	1507910400
5879104	892	5	1507305600
5953963	892	5	1506960000
3955821	892	5	1506182400
141084	892	5	1505923200
5680927	867	5	1519401600
3593193	867	5	1519315200
5194631	867	5	1518451200
2936850	867	5	1518019200
3931598	867	5	1516982400
1054193	867	5	1515945600
6258846	867	5	1514649600
6255233	867	5	1513958400
5540651	867	5	1513612800
2775808	867	5	1513612800
3202573	867	5	1513353600
3073794	867	5	1513267200
6135995	867	5	1512835200
3741193	867	5	1511884800
5521172	867	5	1510675200
349740	867	5	1509206400
2977455	867	5	1509033600
3131850	867	5	1508860800
1004255	867	5	1507737600
468585	896	5	1519488000
5201626	926	5	1514476800
6268340	926	5	1513699200
1151551	878	5	1511020800
2252379	878	4	1505491200
3379710	878	5	1504540800
5449158	894	5	1509638400
6021941	894	5	1508342400
5858498	894	5	1506441600
5716571	888	4	1516204800
5200591	888	5	1513785600
3320075	888	5	1513180800
2380259	888	4	1512230400
5631024	888	4	1511798400
6114164	888	5	1510243200
5244806	888	5	1507824000
4421995	888	5	1507564800
4500938	900	5	1516291200
5201626	902	5	1517414400
5771957	877	5	1510502400
2697653	877	5	1509811200
150839	890	5	1519488000
5680927	890	5	1517932800
6061014	890	5	1511625600
2824854	890	5	1507737600
187609	890	5	1507305600
451197	890	5	1505664000
2968913	899	5	1519401600
3077236	899	5	1517587200
468585	899	5	1510502400
4821067	899	5	1510243200
3510201	899	4	1509379200
3164558	899	5	1508774400
5278710	899	5	1508688000
3593252	898	5	1516464000
2082856	898	4	1512144000
6173066	898	5	1511452800
4775861	898	5	1509033600
3164558	898	5	1508774400
5763963	898	5	1508774400
3427366	901	4	1516896000
5680927	901	5	1515254400
5257515	901	5	1512489600
5111435	901	4	1512230400
5511187	901	5	1510588800
1864581	901	5	1509033600
3279089	901	5	1508947200
135397	901	5	1507996800
1179433	901	5	1507824000
305525	941	4	1518278400
6105456	872	5	1517846400
1366437	943	5	1519747200
1114749	943	5	1519660800
6289644	943	5	1519142400
6404736	943	5	1518537600
6043638	943	5	1518451200
6399512	943	5	1518105600
2307474	943	5	1518019200
1387746	943	5	1517932800
6105456	943	5	1517846400
3775544	943	5	1517760000
1859272	943	5	1517500800
1919376	943	5	1517328000
3055611	885	4	1516550400
2357485	885	5	1515427200
3288732	885	5	1508688000
3233775	885	5	1504713600
4703257	885	5	1503936000
4650184	855	5	1515945600
5468687	855	4	1512489600
3183219	855	5	1511020800
3164558	855	5	1509811200
5793954	855	5	1505318400
3473319	855	5	1504195200
4834151	855	5	1503417600
2686788	855	4	1501603200
3695527	855	5	1501603200
2649462	855	5	1500912000
2439327	855	5	1499788800
5538543	855	5	1499702400
2218447	853	4	1498579200
5201626	857	5	1515427200
5896771	857	5	1507737600
3436042	857	5	1506528000
2442319	857	5	1503590400
2415651	857	5	1503244800
4349541	857	5	1501948800
4830269	857	5	1499443200
2082856	938	1	1517500800
6262405	938	4	1517155200
3157765	938	5	1517155200
4055372	938	5	1516982400
6255233	938	5	1516982400
5564529	938	5	1516809600
5266422	938	3	1516723200
5201626	938	5	1516550400
2412096	938	5	1516550400
3198641	856	5	1514131200
5680927	856	5	1513180800
5613301	856	5	1512489600
2127840	856	5	1511452800
6163083	856	5	1511193600
1969196	856	5	1511107200
2935549	856	5	1510675200
3015185	856	5	1510416000
2294405	856	5	1508688000
4781892	856	5	1508601600
5494006	856	5	1508342400
187609	856	5	1507478400
2331443	856	4	1506960000
343444	856	4	1506528000
2115137	856	5	1504540800
1233274	856	5	1504022400
2917642	856	5	1504022400
4143079	856	5	1502899200
3860167	856	5	1502812800
4703103	858	5	1519833600
5725685	858	5	1518364800
5201626	858	5	1515340800
5050014	858	5	1514476800
5963801	858	5	1513526400
5616559	858	5	1511798400
4832961	858	5	1510848000
2734838	858	5	1510588800
4300113	858	5	1508860800
4015936	858	5	1505750400
5159789	858	5	1505664000
4834151	858	5	1504713600
3815819	858	5	1504540800
5201626	860	3	1515254400
6207845	860	5	1513612800
5725518	860	4	1510502400
5555570	860	5	1509984000
5896771	860	5	1507824000
5468687	860	5	1503590400
5595650	860	5	1503158400
4393547	860	4	1502467200
3678610	860	5	1500912000
1032245	860	5	1500566400
1323541	860	5	1500480000
1978340	860	5	1500048000
3380784	831	5	1502035200
2814854	831	4	1499961600
4123933	831	5	1499702400
3126015	787	5	1513353600
1032245	787	5	1503331200
3400019	787	5	1501344000
1212090	787	5	1501257600
3869620	787	5	1501171200
3709032	862	5	1513267200
280698	862	5	1513094400
6015027	862	5	1509984000
3671684	862	5	1507564800
4831389	862	5	1506268800
3408288	862	5	1505232000
2472025	862	5	1504540800
172073	862	5	1504368000
2897077	862	5	1503158400
3402836	862	5	1502380800
2554664	862	5	1502121600
1032245	862	5	1500825600
2529920	862	5	1500652800
1989311	866	5	1512835200
1032245	866	5	1508256000
3164558	866	5	1505836800
2716205	866	5	1503504000
3202573	864	5	1513440000
4388460	864	5	1508688000
5220966	864	5	1506182400
172073	864	3	1505577600
2604283	864	5	1504713600
2077214	864	4	1504108800
2218447	864	5	1504022400
1337556	864	4	1503504000
2647316	864	4	1502985600
4707157	864	4	1502899200
2116935	864	4	1502294400
3164558	864	5	1501084800
1355634	776	5	1519833600
3791259	776	4	1518451200
304256	776	4	1511625600
5056876	776	5	1502035200
150839	881	5	1518105600
3931598	881	5	1516896000
5482041	881	5	1515686400
5628535	881	5	1515513600
311531	881	5	1514044800
3279089	881	5	1513440000
5634705	881	5	1509897600
5889513	881	5	1507651200
187609	881	5	1507392000
3171508	881	5	1502985600
468585	865	5	1519574400
6197359	865	5	1512921600
4092511	865	5	1509724800
3173159	865	5	1508601600
5802363	865	5	1505664000
5699862	865	5	1504540800
5074301	865	5	1503417600
1032245	865	5	1503331200
1191859	865	4	1502899200
3473319	865	5	1502380800
2116935	865	5	1502035200
3555574	865	5	1501948800
311891	903	5	1511107200
468585	903	5	1510588800
4795212	852	5	1518105600
1167531	852	5	1513353600
3473319	852	5	1506355200
5753935	852	5	1505145600
2268475	852	5	1504800000
1888862	852	5	1503590400
3869620	852	5	1503158400
3834595	852	5	1502380800
1032245	852	5	1501344000
5634840	852	5	1501171200
1004255	852	5	1499443200
5842694	859	4	1518192000
2812135	859	5	1516636800
5680193	859	4	1509379200
5624684	859	5	1504886400
1032245	859	5	1504886400
3400019	859	5	1502467200
4441501	859	5	1501948800
2439327	859	5	1500998400
2649462	859	5	1500912000
4577762	859	5	1500566400
3164558	859	5	1500393600
6185889	884	5	1511625600
5725518	884	5	1509638400
5896771	884	5	1507824000
320021	826	5	1519747200
4311878	826	5	1519315200
333688	826	4	1519315200
5532804	826	5	1517587200
4653032	826	5	1517500800
3593252	883	5	1516636800
5201626	826	5	1515945600
3961144	826	5	1515513600
3858901	826	4	1515254400
2849906	826	5	1514736000
5353088	826	5	1514044800
2096925	826	3	1513872000
330918	826	5	1513785600
4877645	826	5	1512748800
172073	826	5	1512403200
1171967	883	5	1516636800
6260587	883	5	1515168000
5201626	883	5	1514217600
4055372	883	5	1513872000
1211326	883	5	1512748800
2082856	883	5	1512144000
2205755	883	5	1511539200
3762106	826	4	1512316800
5386801	826	5	1511884800
5565471	826	4	1511712000
5257515	826	5	1511539200
3409518	883	5	1511452800
4934774	883	5	1510502400
3164558	883	5	1509811200
4092511	883	5	1509724800
5544652	883	4	1508515200
3591794	883	4	1507132800
5763963	883	5	1507046400
4831389	883	4	1506700800
4426622	883	3	1506182400
2005934	883	3	1506009600
3118245	883	5	1505750400
458811	883	4	1505750400
2486148	883	5	1505318400
2554664	883	5	1504454400
4949722	868	5	1519660800
5716571	868	5	1518796800
3285261	868	5	1516550400
1162249	868	5	1515600000
1391642	868	5	1513872000
330663	868	5	1513094400
4707066	868	5	1512403200
6166615	868	5	1511971200
1053848	868	5	1507824000
3233775	868	5	1507737600
1580583	868	1	1506009600
1173479	868	4	1505923200
311891	868	4	1504800000
5624684	868	5	1504022400
3869620	868	5	1503676800
4770666	868	5	1503590400
4506790	868	5	1502553600
4703103	829	5	1519833600
2936850	829	5	1519228800
4897629	829	5	1514995200
5913343	829	5	1513526400
3183219	829	5	1510934400
2734838	829	5	1510675200
4060984	829	5	1506441600
3815819	829	5	1506268800
4015936	829	5	1505750400
3660532	829	5	1504800000
3338032	829	3	1503590400
4834151	829	5	1503504000
3208901	829	5	1500912000
4711034	829	5	1499961600
317112	829	5	1497196800
4753046	730	5	1511366400
5564529	832	5	1519833600
2544224	832	5	1518278400
6378878	832	5	1517414400
3674470	832	5	1517241600
4475227	832	4	1517155200
2356974	832	5	1515081600
2693105	832	5	1514995200
6255233	832	5	1514736000
2060650	832	5	1514390400
5586215	832	5	1514217600
2373232	832	5	1514044800
6184459	832	5	1513872000
5611986	832	5	1513872000
4929623	832	5	1513785600
3862398	832	5	1512921600
4617484	832	5	1512748800
5640648	832	5	1512403200
305488	832	5	1512403200
6015027	832	5	1509552000
4934774	832	5	1507478400
1346901	832	5	1507305600
5525588	775	5	1515600000
6235364	775	5	1513699200
5059304	775	5	1506009600
4123933	775	5	1497888000
4830269	775	5	1497110400
1020706	775	5	1493740800
4703103	861	5	1519747200
2357485	861	5	1515427200
3320075	861	5	1513180800
3887087	861	5	1513180800
1214835	861	5	1512489600
2494826	861	4	1512316800
3183219	861	4	1510934400
468585	861	4	1510675200
6054879	861	5	1509206400
3288732	861	5	1508256000
2416304	861	5	1508256000
1358832	861	5	1505923200
3510201	861	5	1505836800
3869620	861	5	1504886400
2817828	861	5	1504627200
5361670	861	5	1504281600
3135778	880	4	1519056000
6241582	880	5	1514908800
6197359	880	5	1512576000
1293558	880	5	1507996800
2023389	685	4	1506528000
3113242	839	5	1519488000
2936850	839	4	1519228800
2096925	839	5	1518796800
2697307	839	4	1518019200
6399507	839	5	1518019200
6202200	839	5	1517760000
4937310	839	5	1517328000
2970324	839	5	1517241600
3280296	839	4	1517155200
5061476	839	5	1516809600
6294156	839	5	1516636800
6308018	839	4	1515254400
1348838	839	5	1514563200
3790544	839	5	1514563200
3073794	839	5	1514131200
4503646	839	4	1513699200
2110008	839	5	1512576000
5613301	839	4	1512489600
2822249	839	5	1512316800
5435265	839	5	1511884800
2890305	839	5	1511712000
6180523	839	2	1511539200
6030461	839	5	1511280000
3591794	839	5	1511280000
3327169	839	5	1510934400
4703103	827	5	1519747200
3811328	827	5	1514822400
2373232	827	5	1514217600
6255233	827	4	1513872000
2082856	827	4	1509552000
4775861	827	5	1509120000
4361114	827	5	1508342400
5763963	827	5	1506873600
1032245	827	5	1503331200
5391775	827	5	1503331200
4830269	827	5	1503158400
1057764	827	5	1498320000
3961144	827	5	1495209600
2412096	827	5	1494518400
3164558	827	5	1494432000
1168132	827	5	1494345600
105438	814	5	1519660800
5680927	814	5	1519574400
1004255	814	5	1509292800
2280246	814	5	1508256000
4891548	814	5	1500739200
220270	814	5	1500566400
4440785	814	5	1500220800
2900990	814	5	1496332800
1960171	814	5	1493827200
2799693	814	5	1493395200
5148515	814	5	1492444800
1281196	814	5	1490803200
1439252	814	5	1490112000
6365558	833	5	1517328000
6318375	833	5	1515772800
4143079	833	5	1513785600
6017218	833	5	1512748800
5836213	833	5	1512576000
4664815	833	5	1512489600
2750587	833	5	1511625600
5680927	833	5	1511193600
1390577	833	5	1510070400
1142023	833	5	1507564800
1176782	833	5	1504368000
4458851	833	5	1502640000
3167959	833	5	1501430400
5455090	833	4	1499788800
3279089	833	5	1499616000
5262467	833	5	1499184000
5209518	828	5	1517068800
6286048	828	3	1515600000
2769011	828	3	1509379200
5197907	828	4	1509120000
5715416	828	5	1505404800
5334246	828	5	1495728000
1020706	828	5	1493222400
6098825	789	4	1519833600
5680927	789	5	1519833600
105438	789	5	1519488000
6369787	789	5	1516982400
3191023	789	5	1514044800
493141	789	5	1511539200
3362407	789	4	1511366400
4960578	789	5	1511020800
2185173	789	5	1510588800
2096925	789	5	1509465600
1136602	789	5	1504195200
312024	789	5	1504108800
4577762	789	5	1503849600
5149880	789	5	1503504000
476761	789	5	1503417600
2551676	789	5	1502985600
5525610	789	5	1502640000
3791259	809	4	1519315200
105438	809	5	1519315200
1944905	809	5	1516464000
6262405	809	3	1515427200
5725901	809	5	1512662400
2082856	809	5	1512230400
4621655	809	5	1509897600
2373232	809	5	1508860800
5763963	809	5	1508774400
4712255	809	5	1507737600
3250628	809	5	1507305600
2412096	809	5	1506960000
3473319	809	5	1506441600
3288796	809	5	1504368000
2094545	809	5	1502985600
3489270	809	5	1501430400
1032245	809	5	1501344000
3154622	809	5	1498406400
3118245	809	5	1496332800
1094010	809	4	1496332800
3961144	809	5	1495296000
257548	809	5	1494432000
4703103	825	5	1519747200
6384060	825	5	1519660800
138290	825	5	1509465600
1032245	825	5	1504886400
3062727	825	5	1503504000
2551676	825	5	1503072000
4094276	825	5	1502553600
5266422	825	4	1501516800
3408288	825	4	1497801600
2444989	825	5	1497542400
3400019	825	5	1495209600
2083911	825	5	1494432000
4506790	825	5	1493395200
1020706	825	5	1493222400
5203349	825	4	1492617600
1212090	825	5	1492617600
3757924	825	5	1492531200
105438	777	5	1519488000
2573361	810	5	1519833600
2146268	810	5	1519833600
6084419	810	5	1519747200
105438	810	5	1519574400
3872494	810	5	1519488000
1873606	810	5	1518105600
5720398	810	5	1517932800
5482041	810	5	1517846400
2467551	810	5	1517241600
6123162	810	5	1515513600
6279999	810	5	1514649600
3843547	810	5	1513958400
1252908	810	5	1513699200
5435265	810	5	1513267200
6087757	810	5	1513008000
6089864	810	5	1511452800
4895003	810	5	1511366400
1103134	771	5	1516723200
6017218	771	5	1512316800
5669580	771	5	1502985600
4123933	771	4	1497888000
2736682	771	1	1494950400
1020706	771	5	1493308800
5148515	771	5	1492012800
2252802	771	5	1491580800
105438	813	5	1519833600
5997433	813	5	1517673600
4053222	813	5	1517587200
1281119	813	5	1514476800
6268947	813	4	1513785600
5513774	813	5	1511971200
3202573	813	5	1511193600
5223486	813	5	1510070400
6070028	813	5	1509292800
1022568	813	5	1507046400
5489934	813	5	1503331200
5651322	813	5	1501689600
105438	816	4	1519660800
6262405	816	4	1517328000
6197359	816	5	1512576000
437088	816	5	1512489600
5651014	816	5	1509897600
2015203	816	5	1508860800
5809899	816	5	1505232000
5256383	816	5	1504195200
2611396	816	5	1503849600
5197078	816	4	1503763200
3400019	816	5	1502899200
2024283	816	5	1501430400
5622818	816	5	1501430400
3369288	816	5	1494518400
5292041	816	5	1494518400
4055372	834	5	1513958400
242422	834	5	1496851200
2186271	834	5	1496678400
3288796	834	4	1496505600
105438	811	5	1519747200
6262405	811	5	1518019200
3285451	811	5	1512489600
5730630	811	5	1504368000
1032245	811	5	1500912000
2269473	811	2	1499097600
2803061	811	5	1498320000
3634459	811	5	1495641600
4424121	811	5	1493481600
5180586	811	5	1492963200
5148515	811	5	1492444800
3461658	811	5	1492358400
3869620	811	5	1492099200
2930388	841	5	1511712000
3015185	841	5	1510070400
5680927	841	5	1509292800
4601841	841	5	1507910400
5257515	841	4	1507910400
5334359	841	5	1507737600
187609	841	5	1507564800
3575198	841	3	1506096000
3706279	841	5	1506096000
4009961	841	5	1503763200
4143079	841	5	1503244800
1108748	841	5	1502380800
1136602	841	5	1502035200
2718911	841	4	1501171200
343444	841	5	1500652800
3279089	841	5	1499702400
1080223	841	5	1499702400
2707885	841	5	1498924800
251241	841	5	1498838400
5293942	841	5	1497801600
3254461	841	4	1497715200
105438	749	4	1518796800
332712	749	5	1507478400
4205459	749	5	1506182400
2850215	749	5	1502208000
4930604	749	4	1501603200
1020706	749	5	1487088000
2266915	749	5	1484496000
105438	812	4	1519747200
4707157	812	4	1517328000
3561503	812	5	1515945600
2357485	812	5	1515427200
1167531	812	5	1513440000
3092859	812	5	1509897600
4092511	812	5	1509724800
5844092	812	5	1507737600
1032245	812	5	1500739200
1357996	812	5	1499356800
2173222	812	5	1498492800
2062946	812	5	1497196800
1115054	812	5	1497110400
105438	785	5	1518796800
5680927	785	5	1510848000
3015185	785	5	1509897600
3722952	785	5	1504281600
3561503	785	5	1499443200
3279089	785	5	1499356800
5365448	785	5	1496764800
1439252	785	5	1496073600
261225	785	5	1490544000
1938237	785	5	1490025600
2917642	785	5	1488816000
1323320	785	5	1487692800
1020706	785	5	1486137600
274707	785	5	1484755200
1033945	785	5	1483977600
105438	786	4	1519747200
6020682	786	5	1514044800
4544340	786	5	1505750400
4123933	786	4	1498060800
1439252	786	5	1493740800
4355537	786	5	1492444800
5110575	786	2	1491840000
105438	713	4	1519056000
5608295	713	5	1516377600
1098386	713	5	1514995200
5435265	713	5	1513267200
5680927	713	5	1509984000
2294405	713	5	1509552000
6053977	713	4	1508860800
5787466	713	5	1505232000
3427366	713	5	1504454400
3173159	713	5	1503504000
2205755	713	5	1502208000
2554664	713	5	1500393600
3167959	713	5	1500048000
1387746	713	5	1499443200
3203129	713	5	1496073600
4934431	713	5	1489507200
3138117	713	4	1488297600
4557348	713	5	1487088000
6027245	790	5	1519660800
3849559	790	5	1519574400
105438	790	3	1518969600
462406	790	5	1517587200
1156492	790	5	1516809600
5120758	790	5	1516464000
274325	790	5	1515168000
4912943	790	5	1514736000
2412096	790	5	1514649600
6295563	790	5	1514649600
3837745	790	5	1512662400
5505003	790	5	1512230400
5756941	790	5	1512230400
5388762	790	5	1511625600
5898555	790	5	1511193600
6108242	790	4	1510675200
5954820	790	5	1510588800
4890097	790	5	1510502400
4937834	790	5	1510416000
3514938	790	5	1510156800
105438	808	5	1519488000
1203177	808	5	1513612800
1173479	808	5	1507305600
5821402	808	5	1505664000
254196	808	3	1498752000
1394207	808	4	1495555200
3561503	808	5	1492185600
3330487	808	5	1491667200
4703103	794	5	1519747200
105438	794	5	1518969600
2373232	794	5	1517068800
5829943	794	5	1515340800
6284931	794	5	1514736000
2762202	794	5	1514649600
5201626	794	2	1514649600
6175206	794	5	1514217600
5222547	794	5	1513526400
5537261	794	4	1510848000
5896771	794	5	1507564800
4114253	794	5	1506787200
2232970	794	5	1506096000
2486148	794	5	1505318400
2739689	794	4	1504195200
5726151	794	5	1504195200
2442319	794	5	1503590400
4637021	794	5	1503504000
5595650	794	5	1503331200
5488542	794	5	1500998400
2120695	794	5	1498924800
4711034	794	5	1498406400
105438	784	4	1518796800
5094414	784	3	1514304000
5680927	784	5	1511020800
5257515	784	5	1509638400
2294405	784	5	1509552000
3178672	784	3	1509379200
4143079	784	5	1503936000
5525610	784	5	1503158400
3279089	784	5	1499443200
999376	784	5	1495987200
1439252	784	5	1490198400
3672929	784	5	1489248000
1020706	784	5	1486224000
3561503	784	5	1484323200
2425926	784	5	1484150400
1323320	784	5	1484064000
257548	784	4	1483632000
105438	792	5	1518883200
6197359	792	4	1512489600
4792686	792	5	1507737600
5638437	792	5	1505145600
4457864	792	5	1503504000
2214206	792	3	1498924800
5210060	792	4	1496160000
2322215	792	5	1494777600
1011107	792	5	1490284800
274707	792	5	1488297600
2945290	792	5	1485360000
1020706	797	5	1487001600
105438	788	5	1519056000
3769604	788	5	1497456000
1151551	788	5	1486569600
1376760	788	4	1486483200
3409799	788	4	1486483200
1135834	788	5	1486051200
6196020	795	5	1519833600
6121511	795	5	1519401600
1926385	795	5	1519142400
6292073	795	5	1519142400
105438	795	5	1519056000
5892315	795	5	1516896000
1269480	795	5	1516809600
6208694	795	5	1516723200
1904428	795	5	1516464000
6041686	795	5	1514390400
5759132	795	5	1514131200
330918	795	5	1513785600
6082919	795	5	1512489600
5790674	795	5	1512489600
3703748	795	5	1512144000
6076082	795	5	1510934400
5193049	795	5	1509897600
1435656	795	5	1509638400
5373573	795	5	1509292800
1971379	795	5	1507478400
5896771	795	5	1507046400
2807325	795	5	1505318400
2297983	795	5	1504108800
105438	741	4	1518624000
5449158	741	5	1511712000
1103551	741	5	1497369600
4830269	741	5	1493568000
1337860	741	4	1488384000
1971860	741	5	1486483200
1020706	741	5	1484323200
4698364	741	5	1483632000
3097074	741	5	1483545600
2398260	741	5	1483545600
1339513	741	5	1483372800
1135834	741	5	1483372800
6098825	763	5	1519833600
105438	763	5	1518537600
1162249	763	5	1515600000
5844092	763	5	1515340800
1025277	763	5	1514476800
5982368	763	5	1514131200
2446578	763	5	1513267200
1340954	763	5	1512576000
6194662	763	5	1512576000
3962358	763	5	1512230400
6060082	763	5	1511971200
493141	763	5	1511712000
107097	763	5	1511539200
3362407	763	5	1511366400
4265975	763	5	1511193600
3578688	763	5	1510761600
5453937	763	4	1510761600
3968572	763	5	1510675200
3189560	763	5	1509552000
5278710	763	5	1509465600
3459155	763	5	1508860800
3960227	763	5	1506182400
1974573	763	5	1505404800
1060511	763	5	1504022400
460820	763	5	1503590400
5101393	763	5	1503072000
3328842	763	5	1502208000
105438	766	5	1518883200
4958561	766	5	1516982400
5201626	766	5	1513785600
2094859	766	4	1493654400
2161894	766	5	1489507200
3962233	766	5	1488902400
1020706	766	5	1487088000
3400019	766	5	1484841600
468585	766	5	1484582400
105438	791	3	1518969600
105831	791	4	1515340800
5733552	791	5	1507996800
2336419	791	5	1503849600
5574576	791	5	1500652800
1049492	791	5	1499702400
1188795	791	5	1498060800
2322215	791	5	1495555200
1011107	791	5	1490284800
2524809	791	5	1489161600
1087150	791	4	1487174400
3622782	791	5	1486742400
3288796	791	5	1486051200
